title,avg_rating,voted_by,genre,history,art_and_architecture,nature,adventure,entertainment,health_and_lifestyle,food,industries,religious
Holiday Treks And Expedition,4.771905697,0,"    Cultural Tours   ,    Climbing Tours     ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
NH Travels and Tours,4.771905697,0,"    Multi-day Tours   ,    Climbing Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Holiday Treks & Expeditions,4.771905697,0,"    Multi-day Tours   ,    Cultural Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Pancha Kosha Himalayan Spa,4.771905697,0,"    Architectural Buildings   ,    Libraries     ",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tranquility Spa,4.771905697,0,    Spas     ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"Tranquility Beauty Salon, Lazimpat",4.771905697,0,    Yoga & Pilates     ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Kasa Boudh,4.771905697,0,    Speciality & Gift Shops     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bandipur SPA,4.771905697,0,    Day Trips     ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Red Carpet Journey,4.771905697,0,"    City Tours   ,    Cultural Tours     ",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sole Encounters,4.771905697,0,"    Multi-day Tours   ,    Walking Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Beebal Singh Limbu,4.771905697,0,"    City Tours   ,    Multi-day Tours     ",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Nepal View Treks and Expedition,4.771905697,0,"    Multi-day Tours   ,    Helicopter Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sujan Dhakal,4.771905697,0,"    Multi-day Tours   ,    Safaris     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Api Adventure Eco Tour,4.771905697,0,"    Multi-day Tours   ,    Canyoning & Rappelling Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Raj Kumar,4.771905697,0,"    Multi-day Tours   ,    Cultural Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sumire Tours and Travel,4.771905697,0,    Multi-day Tours     ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Everest Rhino Travel Pvt Ltd,4.771905697,0,"    Multi-day Tours   ,    Private Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
One Nepal Treks and Tours,4.771905697,0,"    Historical & Heritage Tours   ,    Sightseeing Tours     ",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bucket List Travel,4.771905697,0,"    Multi-day Tours   ,    Sightseeing Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Nepal Power Places,4.771905697,0,"    Multi-day Tours   ,    Safaris     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sukram Lama,4.771905697,0,"    Hiking & Camping Tours   ,    Day Trips     ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Wind Horse Trekking Pvt Ltd,4.771905697,0,"    Multi-day Tours   ,    Private Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Kathmandu Day Trips,4.771905697,0,"    Multi-day Tours   ,    Taxis & Shuttles     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Chandragiri Hill,4.771905697,0,"    Points of Interest & Landmarks   ,    Lookouts     ",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Aspiration Adventure,4.771905697,0,"    Multi-day Tours   ,    Helicopter Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Pokhara Tour,4.771905697,0,"    Multi-day Tours   ,    Private Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Himalayan Enfielders,4.771905697,0,"    Bike Tours   ,    Motorcycle Tours     ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Bimal Dhamala,4.771905697,0,"    Multi-day Tours   ,    Canyoning & Rappelling Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Chitwan National Park Tours,4.771905697,0,    Safaris     ,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Good Times,4.771905697,0,"    Multi-day Tours   ,    Taxis & Shuttles     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bullet station Pokhara Parsyang,4.771905697,0,"    Taxis & Shuttles   ,    Bike Tours     ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Jake Basnet,4.771905697,0,"    Multi-day Tours   ,    Helicopter Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Hima Nepal Tours & Treks,4.771905697,0,"    Multi-day Tours   ,    4WD, ATV & Off-Road Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Snowy Dream World - Tours & Adventure,4.771905697,0,"    Multi-day Tours   ,    Canyoning & Rappelling Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Rudra Khanal,4.771905697,0,"    Parasailing & Paragliding   ,    Multi-day Tours     ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Women Empowerment Trek,4.771905697,0,"    Multi-day Tours   ,    Hiking & Camping Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sujan Ratna Shakya,4.771905697,0,"    Paint & Pottery Studios   ,    Multi-day Tours     ",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sherpa Mountaineering,4.771905697,0,    Climbing Tours     ,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Happy Karma Travels,4.771905697,0,"    City Tours   ,    Multi-day Tours     ",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Happy Karma Travels,4.771905697,0,    Private Tours     ,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Rupak ROka,4.771905697,0,"    Multi-day Tours   ,    4WD, ATV & Off-Road Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Khopra Danda Trek,4.771905697,0,    Hiking Trails     ,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
One Life Adventure Team,4.771905697,0,"    Climbing Tours   ,    Hiking & Camping Tours     ",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Himalaya Asuka Treks & Expedition P Ltd,4.771905697,0,"    Multi-day Tours   ,    Walking Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Spyders Adventure Pvt Ltd,4.771905697,0,"    Multi-day Tours   ,    Safaris     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Rabi Adhikari,4.771905697,0,    Helicopter Tours     ,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Humanitourismorg,4.771905697,0,"    Parasailing & Paragliding   ,    Multi-day Tours     ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Trek To Edge,4.771905697,0,"    Multi-day Tours   ,    Safaris     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Trooper,4.771905697,0,"    Helicopter Tours   ,    Hiking & Camping Tours     ",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Lets Go Hiking Nepal,4.771905697,0,"    Multi-day Tours   ,    Day Trips     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Great Gurkha Khukuri,4.771905697,0,    Speciality & Gift Shops     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Holiday pLanner,4.771905697,0,"    Bar, Club & Pub Tours   ,    Adrenaline & Extreme Tours     ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Great Gurkha Kukri House,4.771905697,0,    Speciality & Gift Shops     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Middle East Travel & Tours Pvt LTd,4.771905697,0,"    City Tours   ,    Multi-day Tours     ",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Veris Adventure Travels and Tours,4.771905697,0,"    Multi-day Tours   ,    Cultural Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Reshmi Parajuli,4.771905697,0,"    Multi-day Tours   ,    Cultural Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Galz Beauty Parlour,4.771905697,0,    Spas     ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Sukram Lama,4.771905697,0,"    Multi-day Tours   ,    Walking Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
fire dance workshop,4.771905697,0,"    Paint & Pottery Studios   ,    Sports Camps & Clinics     ",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Yoga Shala Nepal,4.771905697,0,    Sports Camps & Clinics     ,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Nepal Traveler Helper,4.771905697,0,"    Climbing Tours   ,    Hiking & Camping Tours     ",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Narbin Magar,4.771905697,0,"    Multi-day Tours   ,    Bike Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Umbrella Trekking,4.771905697,0,    Multi-day Tours     ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tiger Lily Petting Farm & Hands-on Museum,4.771905697,0,    Zoos     ,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Trek Holiday Tour & Trek PvtLtd,4.771905697,0,"    Multi-day Tours   ,    Bike Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Nepal Rafting Center,4.771905697,0,    River Rafting & Tubing     ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
One World Holidays Nepal,4.771905697,0,"    City Tours   ,    Multi-day Tours     ",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Unfold Nepal,4.771905697,0,"    Multi-day Tours   ,    Historical & Heritage Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tintin and Sherpa Adventure Trekking,4.771905697,0,"    Multi-day Tours   ,    Hiking & Camping Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Highway to Himalayas,4.771905697,0,"    City Tours   ,    Helicopter Tours     ",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Samjhana Travels and Tours,4.771905697,0,"    City Tours   ,    Multi-day Tours     ",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Golumbini,4.771905697,0,"    City Tours   ,    Multi-day Tours     ",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Divine Mountain Tours and Travels,4.771905697,0,"    Sightseeing Tours   ,    Hiking & Camping Tours     ",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Holiday Mountain,4.771905697,0,"    Multi-day Tours   ,    Sightseeing Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Trek and Tours to Nepal  P Ltd,4.771905697,0,"    Multi-day Tours   ,    Canyoning & Rappelling Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Adventure Snow Mountain Pvt Ltd,4.771905697,0,    Day Trips     ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tiger Lily Petting Farm & Hands-On Museum,4.771905697,0,    Zoos     ,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Superb Catalyst Trekking & Tour,4.771905697,0,"    Cultural Tours   ,    Helicopter Tours     ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Go Beyond,4.771905697,0,"    City Tours   ,    Multi-day Tours     ",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Privé Nepal,4.771905697,0,"    Bars & Clubs   ,    Karaoke Bars     ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Mission Himalaya Treks,4.771905697,0,"    Multi-day Tours   ,    Day Trips     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Splindid High Adventure,4.771905697,0,"    Multi-day Tours   ,    Climbing Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Himalayan Travellers,4.771905697,0,"    Safaris   ,    Walking Tours     ",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Tranquility Spa,4.771905697,0,    Spas     ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Image Travel and Tours,4.771905697,0,"    4WD, ATV & Off-Road Tours   ,    Safaris     ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Happy Hour Adventure,4.771905697,0,"    Parasailing & Paragliding   ,    Hiking & Camping Tours     ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Puja Traders,4.771905697,0,    Speciality & Gift Shops     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
E Paragliding,4.771905697,0,    Parasailing & Paragliding     ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Peace Land   s Travel & Tours,4.771905697,0,"    Historical & Heritage Tours   ,    Climbing Tours     ",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Kay Garnay for Nepal,4.771905697,0,"    Private Tours   ,    Self-Guided Tours & Rentals     ",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sparkling Holidays,4.771905697,0,"    Multi-day Tours   ,    Cultural Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
High Mountain Wave Trekking,4.771905697,0,"    Adrenaline & Extreme Tours   ,    Hiking & Camping Tours     ",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Going Nepal,4.771905697,0,"    Multi-day Tours   ,    Cultural Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Zambuling Expedition,4.771905697,0,"    Multi-day Tours   ,    Cultural Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Kriss Simkhada,4.771905697,0,"    City Tours   ,    Multi-day Tours     ",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sushil Lama,4.771905697,0,    Nature & Wildlife Tours     ,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Sanjay Khanal,4.771905697,0,"    Multi-day Tours   ,    Adrenaline & Extreme Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Nepal Motorbike Tour,4.771905697,0,"    Multi-day Tours   ,    Motorcycle Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Rajendra Rajak,4.771905697,0,"    Cultural Tours   ,    Historical & Heritage Tours     ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Dipak Bhandari,4.771905697,0,"    Taxis & Shuttles   ,    Day Trips     ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Abhay Sharma,4.771905697,0,"    Parasailing & Paragliding   ,    Multi-day Tours     ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
OpenRoads,4.771905697,0,"    Motorcycle Tours   ,    Self-Guided Tours & Rentals     ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sailesh Deshemaru,4.771905697,0,"    Multi-day Tours   ,    4WD, ATV & Off-Road Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bliss Massage & Physical Therapy center,4.771905697,0,    Spas     ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Pradip Karki,4.771905697,0,"    Multi-day Tours   ,    Safaris     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sandeep Rijal,4.771905697,0,"    Multi-day Tours   ,    Safaris     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Thrill Nepal Adventure,4.771905697,0,"    Paint & Pottery Studios   ,    Multi-day Tours     ",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Green Horizon Tours & Travels - Thamel,4.771905697,0,"    City Tours   ,    Historical & Heritage Tours     ",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Bucket List Travel,4.771905697,0,"    City Tours   ,    Multi-day Tours     ",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Luxury Yogi Holistic Health Center,4.771905697,0,"    Paint & Pottery Studios   ,    Sports Camps & Clinics     ",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sunrise Jewellers,4.771905697,0,    Speciality & Gift Shops     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mahaguthi Craft With Conscience,4.771905697,0,    Speciality & Gift Shops     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Namrata Subedi,4.771905697,0,"    Paint & Pottery Studios   ,    Sports Camps & Clinics     ",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Krishna Pariyar,4.771905697,0,"    Safaris   ,    Taxis & Shuttles     ",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Spiritual Expeditions PvtLtd,4.771905697,0,"    Multi-day Tours   ,    Walking Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Aarya Tara,4.771905697,0,"    Multi-day Tours   ,    Adrenaline & Extreme Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Gyan Bahadur Rai,4.771905697,0,"    Multi-day Tours   ,    Canyoning & Rappelling Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Alpwander_adventures,4.771905697,0,"    Multi-day Tours   ,    Canyoning & Rappelling Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Naata Trek and Tours,4.771905697,0,"    Multi-day Tours   ,    Adrenaline & Extreme Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Three Sixty Travels,4.771905697,0,"    Multi-day Tours   ,    Canyoning & Rappelling Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Signature Tours,4.771905697,0,"    Helicopter Tours   ,    Balloon Rides     ",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Discover Nepal,4.771905697,0,    Multi-day Tours     ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Osho Vision Treks and Expedition Pvt Ltd,4.771905697,0,"    Multi-day Tours   ,    Canyoning & Rappelling Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Trekkingguide Nepal // Kedar,4.771905697,0,"    Multi-day Tours   ,    Hiking & Camping Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
susmita luitel,4.771905697,0,"    Multi-day Tours   ,    Hiking & Camping Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Real Sherpa Adventures,4.771905697,0,"    Multi-day Tours   ,    Adrenaline & Extreme Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Variety Trekking House,4.771905697,0,    Speciality & Gift Shops     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Gaze Nepal,4.771905697,0,"    River Rafting & Tubing   ,    Cultural Tours     ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Bigu Life Festival,4.771905697,0,"    Multi-day Tours   ,    Cultural Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
All Nepal Excursion,4.771905697,0,"    Multi-day Tours   ,    Private Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Timro Conceptstore,4.771905697,0,    Speciality & Gift Shops     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Nepalese Mountain Dreams and Journeys pvt Ltd,4.771905697,0,"    Multi-day Tours   ,    Walking Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bucket List Travel,4.771905697,0,"    River Rafting & Tubing   ,    Zipline & Aerial Adventure Parks     ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Mountainia Trek,4.771905697,0,"    City Tours   ,    Multi-day Tours     ",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Travel Corporation Nepal,4.771905697,0,"    Parasailing & Paragliding   ,    Multi-day Tours     ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Sanjit KC Tours and Treks,4.771905697,0,"    Multi-day Tours   ,    Adrenaline & Extreme Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TrekandTours,4.771905697,0,"    Multi-day Tours   ,    Safaris     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bashuki Nag Temple,4.771905697,0,    Religious Sites     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Everest Treks Nepal,4.771905697,0,"    4WD, ATV & Off-Road Tours   ,    Climbing Tours     ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Holiday World Trekking Nepal,4.771905697,0,"    Parasailing & Paragliding   ,    City Tours     ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Vedic Yoga Academy,4.771905697,0,    Yoga & Pilates     ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Mountain Trotters Treks & Expedition Pvt Ltd,4.771905697,0,"    Parasailing & Paragliding   ,    River Rafting & Tubing     ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Amrita Yoga Foundation,4.771905697,0,    Yoga & Pilates     ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
To Travel Nepal Tours and Travels Pvt Ltd,4.771905697,0,    Private Tours     ,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vajra Adventure,4.771905697,0,"    Helicopter Tours   ,    Walking Tours     ",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
OUTDO-adventures,4.771905697,0,"    Multi-day Tours   ,    Gear Rentals     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Shanta Nepali Productions,4.771905697,0,"    Cultural Tours   ,    Adrenaline & Extreme Tours     ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Pokhara Hemp Gallery,4.771905697,0,    Paint & Pottery Studios     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Himalaya Thunder Treks & Expedition Pvt Ltd,4.771905697,0,"    Multi-day Tours   ,    4WD, ATV & Off-Road Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Diana Travels and Tours,4.771905697,0,"    River Rafting & Tubing   ,    Historical & Heritage Tours     ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Nomadic Knights,4.771905697,0,    Motorcycle Tours     ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Trekting Tours & Expedition,4.771905697,0,"    Multi-day Tours   ,    Cultural Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Trekting Tours & Expedition,4.771905697,0,    Multi-day Tours     ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Jungle Safari Tours,4.771905697,0,"    4WD, ATV & Off-Road Tours   ,    Walking Tours     ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Nepal Wildlife Tour,4.771905697,0,"    Safaris   ,    Taxis & Shuttles     ",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Mad Honey,4.771905697,0,    Speciality & Gift Shops     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sherpa Backpackers,4.771905697,0,"    Multi-day Tours   ,    Hiking & Camping Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Shar Minub Monastery,4.771905697,0,    Religious Sites     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Luisa Sánchez,4.771905697,0,"    Multi-day Tours   ,    Cultural Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
