title,avg_rating,voted_by,genre,history,art_and_architecture,nature,adventure,entertainment,health_and_lifestyle,food,industries,religious
Sound of Himalaya,5,46,"    Paint & Pottery Studios   ,    Eco Tours     ",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Himalayan Sanctuary Adventure,5,88,"    Helicopter Tours   ,    Sightseeing Tours     ",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Vyas Treks & Expedition,5,82,"    Multi-day Tours   ,    Helicopter Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Corsa Nepal Adventure -Day Tour,5,82,"    Cultural Tours   ,    Climbing Tours     ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Chitwan Jungle Safari,4,450,"    Safaris   ,    Nature & Wildlife Tours     ",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Nagarkot Everest View Paragliding,5,66,    Parasailing & Paragliding     ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Nepal Tourism Adventure Kathmandu,5,47,    Hiking & Camping Tours     ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Holidays to Nepal,5,67,"    City Tours   ,    Historical & Heritage Tours     ",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Glory Himalayan Club,5,79,"    Multi-day Tours   ,    Helicopter Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Everest Experience and Assistance,5,70,"    Helicopter Tours   ,    Sightseeing Tours     ",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Mountain King Adventure,5,71,"    Multi-day Tours   ,    Hiking & Camping Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Nepal for Treks P LTD,5,56,"    Multi-day Tours   ,    Eco Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Dal Bhat Power Adventures,5,51,"    Multi-day Tours   ,    Hiking & Camping Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Nepal Vision Treks & Expeditions,5,84,"    City Tours   ,    Helicopter Tours     ",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Halesi Treks PvtLtd,5,60,"    Multi-day Tours   ,    Sightseeing Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Himalayan Windows Tours,5,57,"    City Tours   ,    Cultural Tours     ",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Archaic Nepal Adventure,5,51,"    City Tours   ,    Multi-day Tours     ",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Traveltimes Treks,5,68,    Hiking & Camping Tours     ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Swiss Family Treks & Expedition,5,55,"    Multi-day Tours   ,    Biking Trails     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Wilderness Excursion,5,79,"    Walking Tours   ,    Hiking & Camping Tours     ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Starlink Tours & Travel,5,84,"    Parasailing & Paragliding   ,    Multi-day Tours     ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Sunrise Adventure Trek,5,122,"    Multi-day Tours   ,    Cultural Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Adam Treks & Expedition,5,68,"    Nature & Wildlife Tours   ,    Day Trips     ",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Sunshine Trekking,5,77,    Nature & Wildlife Tours     ,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
HighGround Adventures,4,418,    Zipline & Aerial Adventure Parks     ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Insight Adventures Nepal,5,47,"    Helicopter Tours   ,    Climbing Tours     ",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Snow Leopard Trek - Day Tours,5,60,"    Hiking & Camping Tours   ,    Nature & Wildlife Tours     ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Buddha Air,4,399,    Air Tours     ,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Nepal Yoga Academy,4.5,80,    Yoga & Pilates     ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Step On Himalaya,5,50,"    Multi-day Tours   ,    Helicopter Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mountain Magic Treks,5,52,"    Multi-day Tours   ,    Climbing Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Glacier Nepal Treks,5,50,"    City Tours   ,    Helicopter Tours     ",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Getaway Nepal Adventure,5,49,"    City Tours   ,    Multi-day Tours     ",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Souvenir Trek Pvt Ltd,5,51,"    Multi-day Tours   ,    Sightseeing Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Annapurna Yoga Ashram,5,107,    Yoga & Pilates     ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Trekking Trail Nepal - Day Activities,5,60,"    River Rafting & Tubing   ,    Historical & Heritage Tours     ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Himalayan Dragon Paragliding,5,71,    Parasailing & Paragliding     ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Adventure Glacier Treks & Expedition,5,104,    Nature & Wildlife Tours     ,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Apex Nepal Treks,5,41,"    Multi-day Tours   ,    Hiking & Camping Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Nepal Myths and Mountain Trails - Day Tours,5,109,    Sightseeing Tours     ,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Skyway Nepal Treks,5,48,"    Multi-day Tours   ,    Cultural Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Moksha Ayurveda and Panchakarma Center,5,52,"    Yoga & Pilates   ,    Spas     ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Hi Nepal Travels & Treks,5,76,"    Sightseeing Tours   ,    Hiking & Camping Tours     ",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Mega Adventures International,5,59,"    City Tours   ,    Helicopter Tours     ",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Nepal Female Guide - Day Tours,5,69,    Sightseeing Tours     ,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Exploring Nepal Treks and Adventures - Day Tours,5,76,    Walking Tours     ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Life Himalaya Trekking,5,69,"    Historical & Heritage Tours   ,    Sightseeing Tours     ",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Save Himalaya Treks & Expedition,5,115,"    Multi-day Tours   ,    Cultural Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Himalayan Hero Adventures,5,62,"    Parasailing & Paragliding   ,    City Tours     ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Oriental Journeys,5,44,"    City Tours   ,    Multi-day Tours     ",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Himalayan Recreation - Day Tours,5,248,"    City Tours   ,    Helicopter Tours     ",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Mount Glory Treks & Expedition,5,49,"    Multi-day Tours   ,    Cultural Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Everest Trekking Routes Pvt Ltd,5,48,"    Multi-day Tours   ,    Sightseeing Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ABC and EBC Nepal Trekking Adventures,5,108,"    City Tours   ,    Hiking & Camping Tours     ",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Goodday Nepal Excursion,5,53,"    Multi-day Tours   ,    Sightseeing Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
First Environmental Trekking,5,99,"    Hiking & Camping Tours   ,    Day Trips     ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Nature Explore,5,83,"    Helicopter Tours   ,    Hiking & Camping Tours     ",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Himalayan NamoBuddha Travel & Treks Pvt Ltd,5,53,"    City Tours   ,    Day Trips     ",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Himalayan Trekking & Tours,5,153,"    Cultural Tours   ,    Hiking & Camping Tours     ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Mountain Amantes Adventure,5,45,"    Multi-day Tours   ,    Hiking & Camping Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AimWay Tours & Travels,5,61,"    City Tours   ,    Bike Tours     ",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Memory Nepal Travel & Treks,5,41,"    Multi-day Tours   ,    Eco Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sevenstar Adventure Holidays - Day Tours,5,61,"    River Rafting & Tubing   ,    Hiking & Camping Tours     ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
HoneyGuide | To the Mountains,5,36,"    Helicopter Tours   ,    Taxis & Shuttles     ",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Unique Nepal Adventure Treks & Expedition,5,55,"    Multi-day Tours   ,    Hiking & Camping Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Corporate Adventure Treks,5,72,"    Helicopter Tours   ,    Historical & Heritage Tours     ",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Silver Spring Treks & Expedition,5,48,"    City Tours   ,    Cultural Tours     ",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Cosmic Trekking & Expedition Pvt Ltd,5,71,"    River Rafting & Tubing   ,    Sightseeing Tours     ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Create Himalaya Adventure,5,47,"    River Rafting & Tubing   ,    Walking Tours     ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Wild Nabin,5,39,    Nature & Wildlife Tours     ,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
The Chitwan Jungle Guides,5,61,"    Multi-day Tours   ,    Walking Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Himalayan Mentor,5,85,"    Cultural Tours   ,    Hiking & Camping Tours     ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Nepal Trek Hub,5,40,"    Cultural Tours   ,    Historical & Heritage Tours     ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Dragonfly Paragliding Nepal,5,43,    Parasailing & Paragliding     ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Shakti Travels and Tours,5,50,"    City Tours   ,    Cultural Tours     ",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Nepal Trekking Routes,5,46,"    Multi-day Tours   ,    Cultural Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Asahi Treks & Expedition - Mountain Flight and Helicopter Day Tours,5,98,    Helicopter Tours     ,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Mount Trails,5,68,"    City Tours   ,    Cultural Tours     ",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Nepal Mountain Hub Treks & Expedition,5,40,"    City Tours   ,    Multi-day Tours     ",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Nepal River Runner,5,48,"    River Rafting & Tubing   ,    Climbing Tours     ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Responsible Adventures,5,76,"    Cultural Tours   ,    Eco Tours     ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Golden Himalayan Zone Treks,5,45,"    Multi-day Tours   ,    Climbing Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Nepal Climbing Adventure,5,42,"    Historical & Heritage Tours   ,    Walking Tours     ",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Attractive Travels and Tours,5,39,"    City Tours   ,    Multi-day Tours     ",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Mardi Himal Treks & Expedition,5,152,"    4WD, ATV & Off-Road Tours   ,    Climbing Tours     ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Summit Treks and Adventure,5,59,    Hiking & Camping Tours     ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Hike Himalaya Adventure - Private Day Tours,5,56,    Hiking & Camping Tours     ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Trekking Mart,5,76,"    City Tours   ,    Cultural Tours     ",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
The Trek Nepal,5,38,"    Multi-day Tours   ,    Safaris     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Northern Trekking Team,5,39,"    City Tours   ,    Historical & Heritage Tours     ",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Apex Asia Travel & Trekking,5,89,    Air Tours     ,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Antique Nepal Treks - Day Tours,5,96,    Hiking & Camping Tours     ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Across Himalaya Tours & Treks Ltd,5,59,    Hiking & Camping Tours     ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Nepal Sanctuary Treks - Day Trip,5,80,"    Hiking & Camping Tours   ,    Nature & Wildlife Tours     ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Mountain Eco Treks & Expedition,5,68,"    Multi-day Tours   ,    Sightseeing Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Apex the Asia Holidays,5,51,"    Multi-day Tours   ,    Adrenaline & Extreme Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Adventure Pilgrims Trekking,5,110,"    River Rafting & Tubing   ,    Helicopter Tours     ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Heritage Spa,5,64,    Spas     ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Sam   s Bar,4.5,141,    Bars & Clubs     ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Himalayan Nepal Trek  - Private Day Tour,5,64,    Nature & Wildlife Tours     ,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Manikang Nepal Treks and Adventure,5,45,"    Multi-day Tours   ,    Cultural Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Linkage Tours & Travels,5,40,"    Multi-day Tours   ,    Canyoning & Rappelling Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Rediscover Nepal Treks & Tours Pvt Ltd,5,38,"    Multi-day Tours   ,    Private Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Eagle Eye Treks and Expedition,5,66,"    City Tours   ,    River Rafting & Tubing     ",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Admiral Adventure Treks,5,51,"    Hiking & Camping Tours   ,    Private Tours     ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Coldfeet Adventure - Kathmandu Valley Private Day Tour,5,79,    Private Tours     ,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kanchan Yoga, Patan Lalitpur",5,38,"    Yoga & Pilates   ,    Lessons & Workshops     ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Treks Planner Nepal,5,45,"    City Tours   ,    Helicopter Tours     ",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Welcome Nepal Treks - Day Tours,5,218,"    Multi-day Tours   ,    Cultural Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Global Holidays Adventure,5,55,    Private Tours     ,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bhaktapur Tour Guide,5,38,"    City Tours   ,    Cultural Tours     ",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Aim Nepal Adventure,5,37,"    Multi-day Tours   ,    Hiking & Camping Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Nepal Excursion Treks Pvt Ltd,5,54,"    City Tours   ,    Walking Tours     ",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Wongchhu Peak Promotion,5,38,"    Multi-day Tours   ,    4WD, ATV & Off-Road Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Rugged Trails Nepal,5,50,"    Historical & Heritage Tours   ,    Walking Tours     ",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Himalayan Adventure Nepal,5,35,"    Multi-day Tours   ,    Cultural Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Iconic Nepal Tours & Treks,5,46,    Helicopter Tours     ,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Shiva Excursion pvtltd,5,64,"    City Tours   ,    Multi-day Tours     ",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Junket Nepal PvtLtd,5,44,    City Tours     ,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Awesome Nepal Treks Pvt Ltd,5,42,"    Multi-day Tours   ,    Hiking & Camping Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Plan Himalaya,5,88,    Nature & Wildlife Tours     ,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Umesh Adventures Nepal,5,76,"    Multi-day Tours   ,    Cultural Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Adventure Altitude Treks & Expedition Pvt Ltd,5,35,"    Safaris   ,    Climbing Tours     ",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Caravana Himalaya Adventure,5,33,"    City Tours   ,    Multi-day Tours     ",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sky Bird Paragliding,5,143,    Parasailing & Paragliding     ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Himalaya Chyangpa Nepal Treks and Expedition Pvt Ltd,5,37,"    Climbing Tours   ,    Hiking & Camping Tours     ",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Manakamana Cable Car,4.5,122,    Taxis & Shuttles     ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Welcome To My Yard,5,77,"    Cultural Tours   ,    Historical & Heritage Tours     ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Himalayan Cashmere Manufacturing Company,5,45,    Speciality & Gift Shops     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Budget Trekking,5,53,"    Sightseeing Tours   ,    Hiking & Camping Tours     ",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Beauty Nepal Adventure,5,135,"    Bike Tours   ,    Climbing Tours     ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Lake Valley Paragliding,5,72,    Parasailing & Paragliding     ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Himalayan Wander Walkers,5,53,"    City Tours   ,    Cultural Tours     ",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Mountain Kick,5,43,"    Cultural Tours   ,    Bike Tours     ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Charak Yoga, Thamel Kathmandu",5,67,    Yoga & Pilates     ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Museum of Nepali Art,5,48,    Art Museums     ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Team Ram Adventure Pvt Ltd,5,58,"    Multi-day Tours   ,    Climbing Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Babu Adventure,5,48,"    Parasailing & Paragliding   ,    Multi-day Tours     ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Nepal Vehicle Hiring,5,59,    Taxis & Shuttles     ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mountain Experience,5,35,"    Multi-day Tours   ,    Climbing Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Highland Expeditions,5,40,"    Helicopter Tours   ,    Walking Tours     ",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Utmost Adventure Trekking,5,59,"    Cultural Tours   ,    Hiking & Camping Tours     ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Mission Summit Treks And Expedition,5,33,"    Multi-day Tours   ,    Private Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Pristine Nepal,5,40,"    Multi-day Tours   ,    Cultural Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Unlimited Trekking Nepal - Day Tours,5,70,"    4WD, ATV & Off-Road Tours   ,    Hiking & Camping Tours     ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Adventure Team,5,52,"    Parasailing & Paragliding   ,    City Tours     ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Nepal Boundary Trekking Pvt Ltd,5,38,"    Climbing Tours   ,    Eco Tours     ",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Himalayan Magic Adventures,5,45,    Private Tours     ,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Nepal Trip Planner P Ltd,4.5,47,"    City Tours   ,    Cultural Tours     ",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
KJ Adventure Nepal Private Limited,5,32,"    City Tours   ,    Cultural Tours     ",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Merit Adventure,5,34,"    Multi-day Tours   ,    Cultural Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
World Expeditions,4.5,74,"    Multi-day Tours   ,    Hiking & Camping Tours     ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Authentic Adventures,5,45,"    Cultural Tours   ,    Historical & Heritage Tours     ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
View Nepal Treks & Expedition,5,81,"    Hiking & Camping Tours   ,    Nature & Wildlife Tours     ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Jomsom Treks and Expedition - Private Day Tour,4.5,76,"    Hiking & Camping Tours   ,    Private Tours     ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Eco Holidays Nepal,5,195,"    City Tours   ,    Cultural Tours     ",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Caravan Outdoors,5,43,"    City Tours   ,    Sightseeing Tours     ",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Bohemian Tours,5,82,    Sightseeing Tours     ,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Master Himalaya,5,38,"    City Tours   ,    Multi-day Tours     ",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
